transaction,location,total_amount,limit,result
,,210.69,50000,0
,,40456.53,50000,2
,,8800,50000,0
,,23150.72,50000,2
,,9658.71,50000,0
,,19005.22,50000,2
,,5500,50000,2
,,3438.32,50000,2
,,28800,50000,0
,,28560.34,50000,2
,,41184.94,50000,2
,,24600,50000,0
,,29420.6,50000,2
,,42147.76,50000,2
,,14944.68,50000,2
,,4200,50000,0
,,47391.59,50000,2
,,5500,50000,0
,,2400,50000,0
,,45500,50000,2
,,16600,50000,1
,,44500,50000,0
,,19600,50000,1
,,21492.34,50000,2
,,39049.07,50000,2
,,24265.81,50000,2
,,13200,50000,1
,,5739.06,50000,0
,,106.94,50000,0
,,270.31,50000,0
,,18790.64,50000,2
,,10200,50000,0
,,1078.55,50000,2
,,25752.41,50000,2
,,42326.09,50000,2
,,1600,50000,2
,,22950.53,50000,2
,,9500,50000,0
,,26100,50000,2
,,2900,50000,0
,,3800,50000,1
,,35145.52,50000,2
,,10000,50000,0
,,757.95,50000,0
,,39200,50000,2
,,46126.96,50000,2
,,45648.35,50000,2
,,900,50000,0
,,4291.29,50000,0
,,17895.68,50000,2
,,28689.67,50000,2
,,16600,50000,0
,,38000,50000,2
,,4400,50000,0
,,6900,50000,0
,,1800,50000,0
,,43547.29,50000,2
,,400,50000,1
,,10475.83,50000,2
,,14100,50000,2
,,22156.33,50000,2
,,20400,50000,0
,,23700,50000,0
,,5417.62,50000,0
,,6600,50000,0
,,38811.32,50000,2
,,25586.89,50000,2
,,900,50000,0
,,45416.89,50000,2
,,6000,50000,0
,,17200,50000,1
,,12458,50000,0
,,43631.09,50000,2
,,19800,50000,1
,,12600,50000,0
,,16200,50000,1
,,21300,50000,0
,,20014.15,50000,2
,,28885.85,50000,2
,,17757.93,50000,2
,,10489.96,50000,2
,,1600,50000,0
,,36800,50000,2
,,9501,50000,0
,,36607.42,50000,2
,,1000,50000,0
,,7643.75,50000,0
,,7500,50000,2
,,22025.25,50000,2
,,4400,50000,0
,,8400,50000,0
,,8400,50000,2
,,27739.11,50000,2
,,32443.05,50000,2
,,9200,50000,0
,,21000,50000,2
,,42219.23,50000,2
,,7227.22,50000,0
,,11600,50000,0
,,39083.53,50000,2
,,15394.38,50000,2
,,20722.37,50000,2
,,42454.91,50000,2
,,31928.69,50000,2
,,8000,50000,0
,,42021.36,50000,2
,,5000,50000,1
,,9200,50000,1
,,11000,50000,0
,,600,50000,0
,,29457.37,50000,2
,,32841.05,50000,2
,,4755.95,50000,0
,,5500,50000,0
,,19200,50000,2
,,7200,50000,0
,,46555.1,50000,2
,,16915.64,50000,2
,,30739.91,50000,2
,,8200,50000,0
,,10000,50000,1
,,7800,50000,1
,,7382.07,50000,2
,,2500,50000,0
,,16000,50000,2
,,45232.98,50000,2
,,30500,50000,2
,,18421.46,50000,2
,,28983.14,50000,2
,,28000,50000,0
,,41500,50000,2
,,4400,50000,0
,,4600,50000,1
,,22964.23,50000,2
,,45343.85,50000,2
,,1000,50000,2
,,8400,50000,1
,,18238.04,50000,2
,,4800,50000,0
,,39000,50000,2
,,22830.5,50000,2
,,17700,50000,0
,,44500,50000,0
,,14400,50000,0
,,20500,50000,2
,,33793.62,50000,2
,,3000,50000,0
,,40962.22,50000,2
,,21238.41,50000,2
,,6600,50000,1
,,9000,50000,1
,,34503.54,50000,2
,,9800,50000,1
,,15783.41,50000,2
,,8800,50000,0
,,19600,50000,0
,,15449.9,50000,2
,,11617.74,50000,2
,,22067.52,50000,2
,,36525,50000,2
,,6300,50000,0
,,11130.56,50000,2
,,4923.86,50000,0
,,7200,50000,2
,,30946.05,50000,2
,,33670.61,50000,2
,,28123.16,50000,2
,,8500,50000,2
,,3200,50000,1
,,16000,50000,1
,,27740.87,50000,2
,,41000,50000,2
,,20405.69,50000,2
,,15194.9,50000,2
,,21361.48,50000,2
,,48000,50000,2
,,4800,50000,2
,,26100,50000,2
,,30500,50000,0
,,16631.01,50000,2
,,3200,50000,0
,,11788.76,50000,2
,,10094.99,50000,2
,,18800,50000,2
,,3200,50000,2
,,9073.54,50000,1
,,1200,50000,1
,,7600,50000,0
,,5686.15,50000,0
,,44360.53,50000,2
,,20128.59,50000,2
,,42393.93,50000,2
,,5400,50000,0
,,47123.22,50000,2
,,19601.44,50000,2
,,12800,50000,1
,,18800,50000,0
,,32000,50000,0
,,11007.45,50000,2
,,300,50000,0
,,11181.09,50000,2
,,3600,50000,0
,,42600.98,50000,2
,,5600,50000,0
,,28228.64,50000,2
,,178.94,50000,0
,,26400,50000,2
,,3800,50000,1
,,45560.88,50000,2
,,5900,50000,0
,,49800.2,50000,2
,,6100,50000,0
,,4700,50000,0
,,4000,50000,0
,,6000,50000,0
,,16639.55,50000,2
,,17000,50000,2
,,16490.13,50000,2
,,7000,50000,0
,,40915.82,50000,2
,,37425.31,50000,2
,,23929.79,50000,2
,,48681.86,50000,2
,,32131.77,50000,2
,,5800,50000,0
,,8600,50000,0
,,17286.71,50000,2
,,22340.44,50000,2
,,15335.4,50000,2
,,24288.73,50000,2
,,22620.15,50000,2
,,2000,50000,2
,,28081.76,50000,2
,,14758.69,50000,2
,,32506.14,50000,2
,,7473.72,50000,0
,,43870.59,50000,2
,,40479.37,50000,2
,,34235.88,50000,2
,,5170.85,50000,0
,,49420.4,50000,2
,,9000,50000,0
,,24600,50000,0
,,40405.73,50000,2
,,6800,50000,2
,,39213.41,50000,2
,,1231.32,50000,2
,,12653.05,50000,2
,,44267.66,50000,2
,,10400,50000,0
,,10200,50000,2
,,18200,50000,1
,,9600,50000,2
,,13266.33,50000,2
,,41679.2,50000,2
,,38254.53,50000,2
,,13928.55,50000,2
,,1496.97,50000,0
,,400,50000,0
,,19279.36,50000,2
,,30937.12,50000,2
,,19583.12,50000,2
,,43184.24,50000,2
,,3370.97,50000,0
,,7400,50000,0
,,36000,50000,0
,,40325.29,50000,2
,,869.55,50000,1
,,34367.55,50000,2
,,38937.44,50000,2
,,4000,50000,2
,,35513.72,50000,2
