transactions,locations,total_amount,limit,result,risk_flag
5,4,36000.0,50000,2,Fraud
2,2,45435.32,50000,2,Fraud
2,2,45490.21,50000,2,Fraud
5,4,624.81,50000,2,Fraud
3,3,8700.0,50000,2,Fraud
5,1,32722.09,50000,2,Fraud
3,3,9000.0,50000,2,Fraud
3,2,13200.0,50000,0,Clean
1,1,45272.2,50000,2,Fraud
5,2,2500.0,50000,0,Clean
5,5,38500.0,50000,2,Fraud
4,3,40000.0,50000,2,Fraud
3,2,31473.22,50000,2,Fraud
2,1,13600.0,50000,0,Clean
3,2,7200.0,50000,0,Clean
5,5,18000.0,50000,2,Fraud
5,5,15016.48,50000,2,Fraud
3,2,30445.09,50000,2,Fraud
4,2,7908.74,50000,0,Clean
2,1,19200.0,50000,0,Clean
5,1,19021.58,50000,2,Fraud
5,4,46984.26,50000,2,Fraud
3,3,5100.0,50000,2,Fraud
3,3,44963.21,50000,2,Fraud
1,1,2777.49,50000,0,Clean
1,1,20512.06,50000,2,Fraud
1,1,22903.7,50000,2,Fraud
1,1,16124.37,50000,2,Fraud
4,1,21867.51,50000,2,Fraud
2,2,13576.48,50000,2,Fraud
2,1,11800.0,50000,0,Clean
3,3,14100.0,50000,2,Fraud
1,1,8800.0,50000,0,Clean
5,3,26135.45,50000,2,Fraud
5,3,8847.08,50000,2,Fraud
3,2,10128.75,50000,2,Fraud
1,1,42807.9,50000,2,Fraud
4,2,6800.0,50000,0,Clean
3,3,25173.6,50000,2,Fraud
1,1,29424.99,50000,2,Fraud
3,3,8700.0,50000,2,Fraud
3,2,49633.75,50000,2,Fraud
1,1,500.0,50000,0,Clean
3,2,11954.52,50000,2,Fraud
2,2,22689.79,50000,2,Fraud
5,5,39739.76,50000,2,Fraud
2,1,15400.0,50000,0,Clean
3,3,44838.08,50000,2,Fraud
2,2,46563.5,50000,2,Fraud
3,2,23100.0,50000,0,Clean
1,1,29355.17,50000,2,Fraud
4,3,18000.0,50000,2,Fraud
5,3,16000.0,50000,2,Fraud
2,1,800.0,50000,0,Clean
5,3,1000.0,50000,2,Fraud
3,3,17100.0,50000,2,Fraud
4,1,26400.0,50000,0,Clean
4,4,42846.09,50000,2,Fraud
5,5,30974.79,50000,2,Fraud
2,2,21419.05,50000,2,Fraud
5,2,38491.37,50000,2,Fraud
3,3,14700.0,50000,2,Fraud
5,4,15049.1,50000,2,Fraud
4,2,10400.0,50000,0,Clean
1,1,4200.0,50000,0,Clean
2,2,5504.19,50000,1,Clean
5,5,22420.7,50000,2,Fraud
1,1,19465.89,50000,2,Fraud
2,2,12200.0,50000,1,Clean
1,1,38236.71,50000,2,Fraud
2,1,5048.53,50000,0,Clean
3,3,20968.08,50000,2,Fraud
3,2,12900.0,50000,0,Clean
1,1,44625.66,50000,2,Fraud
4,3,14800.0,50000,2,Fraud
5,2,20000.0,50000,0,Clean
3,3,25800.0,50000,2,Fraud
1,1,4100.0,50000,0,Clean
2,2,16281.97,50000,2,Fraud
5,1,18500.0,50000,0,Clean
2,2,26443.94,50000,2,Fraud
2,1,22818.75,50000,2,Fraud
2,1,1515.5,50000,0,Clean
2,1,9200.0,50000,0,Clean
3,2,30000.0,50000,0,Clean
4,1,3600.0,50000,0,Clean
4,2,35081.36,50000,2,Fraud
2,1,2400.0,50000,0,Clean
5,2,24156.87,50000,2,Fraud
3,1,13200.0,50000,0,Clean
1,1,13650.87,50000,2,Fraud
3,2,31339.93,50000,2,Fraud
5,2,25500.0,50000,0,Clean
4,4,41170.92,50000,2,Fraud
4,3,38143.69,50000,2,Fraud
5,3,45500.0,50000,2,Fraud
1,1,5698.97,50000,0,Clean
2,2,34993.38,50000,2,Fraud
4,2,34594.12,50000,2,Fraud
4,4,2000.0,50000,2,Fraud
5,3,26841.26,50000,2,Fraud
1,1,2400.0,50000,0,Clean
3,1,29100.0,50000,0,Clean
1,1,23431.92,50000,2,Fraud
2,1,39517.09,50000,2,Fraud
5,2,30950.48,50000,2,Fraud
4,3,13808.42,50000,2,Fraud
1,1,9500.0,50000,0,Clean
2,2,400.0,50000,1,Clean
4,3,18565.41,50000,2,Fraud
5,3,29000.0,50000,2,Fraud
3,3,21900.0,50000,2,Fraud
1,1,6515.57,50000,0,Clean
4,3,3588.25,50000,2,Fraud
5,4,3185.51,50000,2,Fraud
3,3,31253.92,50000,2,Fraud
1,1,6700.0,50000,0,Clean
5,1,36341.11,50000,2,Fraud
5,2,31500.0,50000,0,Clean
5,4,9001.64,50000,2,Fraud
1,1,15859.13,50000,2,Fraud
3,2,1500.0,50000,0,Clean
4,3,25200.0,50000,2,Fraud
2,2,9800.0,50000,1,Clean
1,1,400.0,50000,0,Clean
3,1,13704.79,50000,2,Fraud
2,1,16000.0,50000,0,Clean
4,4,2800.0,50000,2,Fraud
2,1,9400.0,50000,0,Clean
1,1,29483.89,50000,2,Fraud
5,5,22500.0,50000,2,Fraud
3,1,43826.41,50000,2,Fraud
4,2,7275.61,50000,0,Clean
2,2,6600.0,50000,1,Clean
4,1,36000.0,50000,0,Suspecious
1,1,6600.0,50000,0,Clean
3,3,7120.62,50000,2,Fraud
1,1,22795.53,50000,2,Fraud
5,3,35227.92,50000,2,Fraud
2,2,2578.27,50000,1,Clean
5,4,23500.0,50000,2,Fraud
4,2,11600.0,50000,0,Clean
4,2,11953.36,50000,2,Fraud
4,3,1200.0,50000,2,Fraud
5,1,10040.06,50000,2,Fraud
3,1,24300.0,50000,0,Clean
4,2,16370.48,50000,2,Fraud
1,1,29472.62,50000,2,Fraud
1,1,40112.57,50000,2,Fraud
3,2,18300.0,50000,0,Clean
4,2,32112.29,50000,2,Fraud
5,2,9372.71,50000,0,Clean
3,3,32408.52,50000,2,Fraud
2,1,24288.02,50000,2,Fraud
4,4,18051.87,50000,2,Fraud
2,2,46099.62,50000,2,Fraud
2,1,7842.6,50000,0,Clean
5,5,43248.79,50000,2,Fraud
2,2,17800.0,50000,1,Clean
3,3,27357.84,50000,2,Fraud
5,4,20025.48,50000,2,Fraud
4,1,3573.68,50000,0,Clean
2,2,5357.69,50000,1,Clean
2,2,13000.0,50000,1,Clean
2,1,17873.91,50000,2,Fraud
2,2,19000.0,50000,1,Clean
3,1,26700.0,50000,0,Clean
3,1,17831.59,50000,2,Fraud
2,2,48501.47,50000,2,Fraud
3,2,4980.82,50000,0,Clean
3,2,13500.0,50000,0,Clean
3,1,27300.0,50000,0,Clean
4,1,41732.11,50000,2,Fraud
1,1,2577.18,50000,0,Clean
2,1,25320.8,50000,2,Fraud
4,1,9285.72,50000,0,Clean
4,3,37704.78,50000,2,Fraud
4,3,32800.0,50000,2,Fraud
2,2,8000.0,50000,1,Clean
3,1,14100.0,50000,0,Clean
3,1,40962.28,50000,2,Fraud
1,1,1100.0,50000,0,Clean
4,2,35600.0,50000,0,Clean
3,3,39275.43,50000,2,Fraud
3,2,28200.0,50000,0,Clean
2,2,5200.0,50000,1,Clean
1,1,4900.0,50000,0,Clean
4,3,46784.33,50000,2,Fraud
2,2,48736.21,50000,2,Fraud
2,2,5000.0,50000,1,Clean
2,2,15200.0,50000,1,Clean
4,3,30400.0,50000,2,Fraud
4,1,26896.9,50000,2,Fraud
1,1,5900.0,50000,0,Clean
3,1,28500.0,50000,0,Clean
1,1,18004.94,50000,2,Fraud
3,3,17484.39,50000,2,Fraud
4,1,4000.0,50000,0,Clean
5,1,38500.0,50000,0,Suspecious
4,2,30000.0,50000,0,Clean
2,2,17800.0,50000,1,Clean
4,3,46276.75,50000,2,Fraud
4,4,36400.0,50000,2,Fraud
2,1,7200.0,50000,0,Clean
4,3,17664.68,50000,2,Fraud
3,1,21912.11,50000,2,Fraud
2,2,15243.79,50000,2,Fraud
1,1,22966.14,50000,2,Fraud
3,3,830.28,50000,2,Fraud
2,2,8600.0,50000,1,Clean
1,1,5700.0,50000,0,Clean
5,3,20500.0,50000,2,Fraud
2,1,43879.35,50000,2,Fraud
4,2,16549.97,50000,2,Fraud
4,4,32400.0,50000,2,Fraud
5,1,6500.0,50000,0,Clean
1,1,5800.0,50000,0,Clean
2,2,9802.1,50000,1,Clean
2,2,3824.82,50000,1,Clean
3,1,46307.19,50000,2,Fraud
2,1,20000.0,50000,0,Clean
4,1,24502.43,50000,2,Fraud
2,1,1527.26,50000,0,Clean
4,2,8800.0,50000,0,Clean
4,2,32000.0,50000,0,Clean
1,1,40866.02,50000,2,Fraud
2,1,1600.0,50000,0,Clean
2,1,15200.0,50000,0,Clean
2,1,44017.95,50000,2,Fraud
1,1,31016.85,50000,2,Fraud
2,2,25260.73,50000,2,Fraud
3,3,15600.0,50000,2,Fraud
5,2,31000.0,50000,0,Clean
1,1,35659.69,50000,2,Fraud
2,2,3208.53,50000,1,Clean
3,3,26700.0,50000,2,Fraud
3,1,600.0,50000,0,Clean
2,1,16080.03,50000,2,Fraud
5,3,29500.0,50000,2,Fraud
1,1,47040.86,50000,2,Fraud
5,4,30500.0,50000,2,Fraud
3,2,29400.0,50000,0,Clean
2,1,39690.58,50000,2,Fraud
2,2,400.0,50000,1,Clean
3,2,39720.73,50000,2,Fraud
2,1,32121.68,50000,2,Fraud
4,3,46778.9,50000,2,Fraud
5,1,36292.92,50000,2,Fraud
4,2,41757.08,50000,2,Fraud
3,3,30185.02,50000,2,Fraud
1,1,1700.0,50000,0,Clean
5,1,34058.12,50000,2,Fraud
4,3,24282.86,50000,2,Fraud
3,2,23084.36,50000,2,Fraud
4,4,4978.7,50000,2,Fraud
1,1,21860.15,50000,2,Fraud
4,4,32400.0,50000,2,Fraud
5,2,6219.17,50000,0,Clean
5,5,5197.66,50000,2,Fraud
4,3,39254.13,50000,2,Fraud
5,2,5960.51,50000,0,Clean
5,3,30500.0,50000,2,Fraud
2,1,43779.75,50000,2,Fraud
1,1,6792.05,50000,0,Clean
5,2,28500.0,50000,0,Clean
2,2,800.0,50000,1,Clean
3,3,17400.0,50000,2,Fraud
1,1,42372.18,50000,2,Fraud
2,2,5800.0,50000,1,Clean
2,2,7000.0,50000,1,Clean
3,1,1800.0,50000,0,Clean
4,1,41113.3,50000,2,Fraud
5,1,39000.0,50000,0,Suspecious
4,1,36800.0,50000,0,Suspecious
1,1,1119.92,50000,0,Clean
2,1,2007.61,50000,0,Clean
3,3,32792.7,50000,2,Fraud
5,3,27530.62,50000,2,Fraud
5,5,42415.6,50000,2,Fraud
5,1,21000.0,50000,0,Clean
4,1,18093.63,50000,2,Fraud
3,2,31311.97,50000,2,Fraud
4,4,26023.67,50000,2,Fraud
1,1,4173.7,50000,0,Clean
4,1,48329.49,50000,2,Fraud
2,1,14000.0,50000,0,Clean
3,1,35212.54,50000,2,Fraud
1,1,47951.19,50000,2,Fraud
5,5,44856.18,50000,2,Fraud
3,2,21828.18,50000,2,Fraud
5,5,48763.5,50000,2,Fraud
5,5,3451.27,50000,2,Fraud
1,1,4000.0,50000,0,Clean
3,1,19800.0,50000,0,Clean
3,1,47706.45,50000,2,Fraud
5,1,11000.0,50000,0,Clean
3,3,14400.0,50000,2,Fraud
5,4,30000.0,50000,2,Fraud
1,1,6400.0,50000,0,Clean
3,2,15900.0,50000,0,Clean
3,2,17436.87,50000,2,Fraud
1,1,35617.19,50000,2,Fraud
3,3,7961.67,50000,2,Fraud
3,3,7800.0,50000,2,Fraud
1,1,3500.0,50000,0,Clean
5,2,6000.0,50000,0,Clean
5,1,46500.0,50000,0,Suspecious
1,1,11437.4,50000,2,Fraud
1,1,9200.0,50000,0,Clean
5,4,48761.67,50000,2,Fraud
4,4,26939.52,50000,2,Fraud
5,1,5000.0,50000,0,Clean
3,3,18797.26,50000,2,Fraud
1,1,2000.0,50000,0,Clean
3,3,6413.86,50000,2,Fraud
1,1,700.0,50000,0,Clean
5,4,22000.0,50000,2,Fraud
2,1,23838.13,50000,2,Fraud
3,1,5700.0,50000,0,Clean
3,1,8700.0,50000,0,Clean
1,1,43260.13,50000,2,Fraud
3,1,20700.0,50000,0,Clean
1,1,48361.14,50000,2,Fraud
3,3,29700.0,50000,2,Fraud
2,1,14400.0,50000,0,Clean
2,2,48297.54,50000,2,Fraud
2,1,1600.0,50000,0,Clean
5,3,45500.0,50000,2,Fraud
3,2,28200.0,50000,0,Clean
1,1,28293.32,50000,2,Fraud
1,1,17203.13,50000,2,Fraud
1,1,1600.0,50000,0,Clean
3,3,5700.0,50000,2,Fraud
5,1,4877.75,50000,0,Clean
3,2,29100.0,50000,0,Clean
3,1,45212.23,50000,2,Fraud
1,1,3100.0,50000,0,Clean
5,2,3035.76,50000,0,Clean
4,4,6800.0,50000,2,Fraud
3,3,32959.29,50000,2,Fraud
1,1,8000.0,50000,0,Clean
3,3,30441.63,50000,2,Fraud
1,1,8300.0,50000,0,Clean
1,1,20967.99,50000,2,Fraud
4,1,29688.41,50000,2,Fraud
1,1,965.11,50000,0,Clean
3,3,2400.0,50000,2,Fraud
2,1,19800.0,50000,0,Clean
3,1,9900.0,50000,0,Clean
3,2,12524.62,50000,2,Fraud
4,2,24800.0,50000,0,Clean
1,1,9500.0,50000,0,Clean
2,2,6800.0,50000,1,Clean
2,2,5619.38,50000,1,Clean
4,4,22149.13,50000,2,Fraud
4,4,31200.0,50000,2,Fraud
4,3,18000.0,50000,2,Fraud
2,1,12000.0,50000,0,Clean
5,1,27500.0,50000,0,Clean
5,3,40000.0,50000,2,Fraud
4,2,35600.0,50000,0,Clean
4,2,241.27,50000,0,Clean
3,3,15535.71,50000,2,Fraud
2,2,45631.65,50000,2,Fraud
2,2,4541.9,50000,1,Clean
5,4,39815.76,50000,2,Fraud
2,1,30393.01,50000,2,Fraud
4,4,14664.5,50000,2,Fraud
1,1,6909.27,50000,0,Clean
5,5,36110.75,50000,2,Fraud
3,3,8677.17,50000,2,Fraud
3,3,9194.7,50000,2,Fraud
4,1,2800.0,50000,0,Clean
4,4,27200.0,50000,2,Fraud
2,1,21527.44,50000,2,Fraud
2,1,9000.0,50000,0,Clean
3,3,530.53,50000,2,Fraud
2,1,36265.47,50000,2,Fraud
4,1,9200.0,50000,0,Clean
4,1,17330.06,50000,2,Fraud
5,3,31120.41,50000,2,Fraud
5,3,32339.95,50000,2,Fraud
3,3,48874.06,50000,2,Fraud
4,2,28039.88,50000,2,Fraud
2,2,40848.02,50000,2,Fraud
1,1,29839.18,50000,2,Fraud
5,3,7500.0,50000,2,Fraud
1,1,4157.23,50000,0,Clean
2,2,41219.64,50000,2,Fraud
1,1,1200.0,50000,0,Clean
5,1,17000.0,50000,0,Clean
3,2,7200.0,50000,0,Clean
3,3,4500.0,50000,2,Fraud
1,1,8200.0,50000,0,Clean
1,1,27489.67,50000,2,Fraud
4,4,19728.27,50000,2,Fraud
4,3,29120.71,50000,2,Fraud
3,3,10298.7,50000,2,Fraud
3,3,21402.24,50000,2,Fraud
3,3,28800.0,50000,2,Fraud
5,4,33500.0,50000,2,Fraud
4,2,1753.75,50000,0,Clean
2,2,47395.07,50000,2,Fraud
4,2,25574.97,50000,2,Fraud
3,3,41665.59,50000,2,Fraud
2,2,5000.0,50000,1,Clean
5,5,16091.35,50000,2,Fraud
4,1,6400.0,50000,0,Clean
1,1,7600.0,50000,0,Clean
1,1,5200.0,50000,0,Clean
1,1,6600.0,50000,0,Clean
4,2,12400.0,50000,0,Clean
3,1,15600.0,50000,0,Clean
5,3,35615.14,50000,2,Fraud
3,1,9300.0,50000,0,Clean
3,2,7219.2,50000,0,Clean
2,1,45813.15,50000,2,Fraud
1,1,3100.0,50000,0,Clean
5,1,29000.0,50000,0,Clean
2,1,6600.0,50000,0,Clean
2,1,42303.03,50000,2,Fraud
1,1,900.0,50000,0,Clean
3,3,7200.0,50000,2,Fraud
2,1,10800.0,50000,0,Clean
3,3,9600.0,50000,2,Fraud
2,2,15000.0,50000,1,Clean
2,1,19400.0,50000,0,Clean
4,3,5454.13,50000,2,Fraud
5,2,37500.0,50000,0,Clean
5,5,23500.0,50000,2,Fraud
4,2,13401.49,50000,2,Fraud
3,3,2700.0,50000,2,Fraud
1,1,7467.02,50000,0,Clean
4,2,6800.0,50000,0,Clean
5,4,40475.46,50000,2,Fraud
3,2,29100.0,50000,0,Clean
1,1,30924.54,50000,2,Fraud
2,2,16200.0,50000,1,Clean
3,1,20823.47,50000,2,Fraud
4,4,13269.87,50000,2,Fraud
2,1,11800.0,50000,0,Clean
1,1,17100.59,50000,2,Fraud
1,1,15782.78,50000,2,Fraud
2,2,10600.0,50000,1,Clean
5,3,27000.0,50000,2,Fraud
5,1,28000.0,50000,0,Clean
1,1,500.0,50000,0,Clean
5,5,8629.14,50000,2,Fraud
5,2,35500.0,50000,0,Clean
5,2,31683.44,50000,2,Fraud
4,1,45597.52,50000,2,Fraud
2,1,27098.67,50000,2,Fraud
4,1,29600.0,50000,0,Clean
2,2,16400.0,50000,1,Clean
5,3,38115.3,50000,2,Fraud
1,1,6800.0,50000,0,Clean
4,2,35600.0,50000,0,Clean
2,1,10630.05,50000,2,Fraud
5,2,14000.0,50000,0,Clean
3,3,25800.0,50000,2,Fraud
2,2,36889.58,50000,2,Fraud
2,2,10800.0,50000,1,Clean
2,1,16800.0,50000,0,Clean
1,1,3800.0,50000,0,Clean
2,2,400.0,50000,1,Clean
4,2,34408.39,50000,2,Fraud
1,1,33336.69,50000,2,Fraud
2,1,16451.64,50000,2,Fraud
2,1,22390.64,50000,2,Fraud
4,1,41644.38,50000,2,Fraud
4,2,21200.0,50000,0,Clean
3,1,26400.0,50000,0,Clean
5,2,210.69,50000,0,Clean
4,4,40456.53,50000,2,Fraud
1,1,8800.0,50000,0,Clean
5,5,23150.72,50000,2,Fraud
4,1,9658.71,50000,0,Clean
1,1,19005.22,50000,2,Fraud
5,3,5500.0,50000,2,Fraud
5,4,3438.32,50000,2,Fraud
4,2,28800.0,50000,0,Clean
3,2,28560.34,50000,2,Fraud
1,1,41184.94,50000,2,Fraud
3,2,24600.0,50000,0,Clean
3,2,29420.6,50000,2,Fraud
1,1,42147.76,50000,2,Fraud
2,2,14944.68,50000,2,Fraud
3,2,4200.0,50000,0,Clean
5,5,47391.59,50000,2,Fraud
1,1,5500.0,50000,0,Clean
4,1,2400.0,50000,0,Clean
5,4,45500.0,50000,2,Fraud
2,2,16600.0,50000,1,Clean
5,2,44500.0,50000,0,Clean
2,2,19600.0,50000,1,Clean
5,2,21492.34,50000,2,Fraud
3,2,39049.07,50000,2,Fraud
5,5,24265.81,50000,2,Fraud
2,2,13200.0,50000,1,Clean
1,1,5739.06,50000,0,Clean
4,2,106.94,50000,0,Clean
4,2,270.31,50000,0,Clean
4,3,18790.64,50000,2,Fraud
3,1,10200.0,50000,0,Clean
3,3,1078.55,50000,2,Fraud
4,1,25752.41,50000,2,Fraud
5,1,42326.09,50000,2,Fraud
4,4,1600.0,50000,2,Fraud
4,1,22950.53,50000,2,Fraud
5,1,9500.0,50000,0,Clean
3,3,26100.0,50000,2,Fraud
1,1,2900.0,50000,0,Clean
2,2,3800.0,50000,1,Clean
1,1,35145.52,50000,2,Fraud
2,1,10000.0,50000,0,Clean
4,1,757.95,50000,0,Clean
4,3,39200.0,50000,2,Fraud
2,1,46126.96,50000,2,Fraud
5,4,45648.35,50000,2,Fraud
1,1,900.0,50000,0,Clean
1,1,4291.29,50000,0,Clean
1,1,17895.68,50000,2,Fraud
1,1,28689.67,50000,2,Fraud
2,1,16600.0,50000,0,Clean
5,4,38000.0,50000,2,Fraud
1,1,4400.0,50000,0,Clean
1,1,6900.0,50000,0,Clean
1,1,1800.0,50000,0,Clean
5,3,43547.29,50000,2,Fraud
2,2,400.0,50000,1,Clean
5,4,10475.83,50000,2,Fraud
3,3,14100.0,50000,2,Fraud
3,3,22156.33,50000,2,Fraud
3,1,20400.0,50000,0,Clean
3,2,23700.0,50000,0,Clean
5,1,5417.62,50000,0,Clean
1,1,6600.0,50000,0,Clean
3,3,38811.32,50000,2,Fraud
2,2,25586.89,50000,2,Fraud
1,1,900.0,50000,0,Clean
5,2,45416.89,50000,2,Fraud
1,1,6000.0,50000,0,Clean
2,2,17200.0,50000,1,Clean
2,1,12458.0,50000,0,Clean
1,1,43631.09,50000,2,Fraud
2,2,19800.0,50000,1,Clean
2,1,12600.0,50000,0,Clean
2,2,16200.0,50000,1,Clean
3,2,21300.0,50000,0,Clean
2,1,20014.15,50000,2,Fraud
2,1,28885.85,50000,2,Fraud
3,2,17757.93,50000,2,Fraud
5,1,10489.96,50000,2,Fraud
2,1,1600.0,50000,0,Clean
4,3,36800.0,50000,2,Fraud
2,1,9501.0,50000,0,Clean
1,1,36607.42,50000,2,Fraud
2,1,1000.0,50000,0,Clean
4,2,7643.75,50000,0,Clean
5,4,7500.0,50000,2,Fraud
3,2,22025.25,50000,2,Fraud
2,1,4400.0,50000,0,Clean
3,2,8400.0,50000,0,Clean
4,3,8400.0,50000,2,Fraud
2,1,27739.11,50000,2,Fraud
3,1,32443.05,50000,2,Fraud
1,1,9200.0,50000,0,Clean
5,3,21000.0,50000,2,Fraud
4,4,42219.23,50000,2,Fraud
3,1,7227.22,50000,0,Clean
2,1,11600.0,50000,0,Clean
3,3,39083.53,50000,2,Fraud
5,3,15394.38,50000,2,Fraud
1,1,20722.37,50000,2,Fraud
4,3,42454.91,50000,2,Fraud
1,1,31928.69,50000,2,Fraud
1,1,8000.0,50000,0,Clean
4,1,42021.36,50000,2,Fraud
2,2,5000.0,50000,1,Clean
2,2,9200.0,50000,1,Clean
5,1,11000.0,50000,0,Clean
2,1,600.0,50000,0,Clean
3,2,29457.37,50000,2,Fraud
2,1,32841.05,50000,2,Fraud
2,1,4755.95,50000,0,Clean
1,1,5500.0,50000,0,Clean
4,4,19200.0,50000,2,Fraud
1,1,7200.0,50000,0,Clean
5,2,46555.1,50000,2,Fraud
4,1,16915.64,50000,2,Fraud
2,2,30739.91,50000,2,Fraud
2,1,8200.0,50000,0,Clean
2,2,10000.0,50000,1,Clean
2,2,7800.0,50000,1,Clean
4,3,7382.07,50000,2,Fraud
5,1,2500.0,50000,0,Clean
5,5,16000.0,50000,2,Fraud
2,2,45232.98,50000,2,Fraud
5,4,30500.0,50000,2,Fraud
1,1,18421.46,50000,2,Fraud
1,1,28983.14,50000,2,Fraud
5,2,28000.0,50000,0,Clean
5,4,41500.0,50000,2,Fraud
4,2,4400.0,50000,0,Clean
2,2,4600.0,50000,1,Clean
5,2,22964.23,50000,2,Fraud
5,4,45343.85,50000,2,Fraud
5,5,1000.0,50000,2,Fraud
2,2,8400.0,50000,1,Clean
3,1,18238.04,50000,2,Fraud
2,1,4800.0,50000,0,Clean
5,5,39000.0,50000,2,Fraud
1,1,22830.5,50000,2,Fraud
3,1,17700.0,50000,0,Clean
5,1,44500.0,50000,0,Suspecious
3,2,14400.0,50000,0,Clean
5,5,20500.0,50000,2,Fraud
5,4,33793.62,50000,2,Fraud
5,1,3000.0,50000,0,Clean
2,1,40962.22,50000,2,Fraud
4,2,21238.41,50000,2,Fraud
2,2,6600.0,50000,1,Clean
2,2,9000.0,50000,1,Clean
1,1,34503.54,50000,2,Fraud
2,2,9800.0,50000,1,Clean
3,2,15783.41,50000,2,Fraud
1,1,8800.0,50000,0,Clean
2,1,19600.0,50000,0,Clean
5,1,15449.9,50000,2,Fraud
3,2,11617.74,50000,2,Fraud
4,3,22067.52,50000,2,Fraud
2,2,36525.0,50000,2,Fraud
3,1,6300.0,50000,0,Clean
1,1,11130.56,50000,2,Fraud
2,1,4923.86,50000,0,Clean
3,3,7200.0,50000,2,Fraud
2,2,30946.05,50000,2,Fraud
5,1,33670.61,50000,2,Fraud
2,2,28123.16,50000,2,Fraud
5,5,8500.0,50000,2,Fraud
2,2,3200.0,50000,1,Clean
2,2,16000.0,50000,1,Clean
1,1,27740.87,50000,2,Fraud
5,5,41000.0,50000,2,Fraud
2,1,20405.69,50000,2,Fraud
1,1,15194.9,50000,2,Fraud
4,2,21361.48,50000,2,Fraud
5,5,48000.0,50000,2,Fraud
3,3,4800.0,50000,2,Fraud
3,3,26100.0,50000,2,Fraud
5,2,30500.0,50000,0,Clean
4,4,16631.01,50000,2,Fraud
4,2,3200.0,50000,0,Clean
2,1,11788.76,50000,2,Fraud
5,3,10094.99,50000,2,Fraud
4,3,18800.0,50000,2,Fraud
4,3,3200.0,50000,2,Fraud
2,2,9073.54,50000,1,Clean
2,2,1200.0,50000,1,Clean
2,1,7600.0,50000,0,Clean
1,1,5686.15,50000,0,Clean
2,2,44360.53,50000,2,Fraud
4,3,20128.59,50000,2,Fraud
1,1,42393.93,50000,2,Fraud
2,1,5400.0,50000,0,Clean
3,2,47123.22,50000,2,Fraud
5,2,19601.44,50000,2,Fraud
2,2,12800.0,50000,1,Clean
4,2,18800.0,50000,0,Clean
5,1,32000.0,50000,0,Suspecious
5,2,11007.45,50000,2,Fraud
1,1,300.0,50000,0,Clean
3,2,11181.09,50000,2,Fraud
1,1,3600.0,50000,0,Clean
5,5,42600.98,50000,2,Fraud
1,1,5600.0,50000,0,Clean
3,1,28228.64,50000,2,Fraud
1,1,178.94,50000,0,Clean
3,3,26400.0,50000,2,Fraud
2,2,3800.0,50000,1,Clean
4,3,45560.88,50000,2,Fraud
1,1,5900.0,50000,0,Clean
4,1,49800.2,50000,2,Fraud
1,1,6100.0,50000,0,Clean
1,1,4700.0,50000,0,Clean
5,2,4000.0,50000,0,Clean
3,1,6000.0,50000,0,Clean
2,2,16639.55,50000,2,Fraud
5,3,17000.0,50000,2,Fraud
4,2,16490.13,50000,2,Fraud
5,1,7000.0,50000,0,Clean
4,4,40915.82,50000,2,Fraud
4,2,37425.31,50000,2,Fraud
4,1,23929.79,50000,2,Fraud
4,4,48681.86,50000,2,Fraud
5,3,32131.77,50000,2,Fraud
1,1,5800.0,50000,0,Clean
1,1,8600.0,50000,0,Clean
4,2,17286.71,50000,2,Fraud
3,1,22340.44,50000,2,Fraud
3,3,15335.4,50000,2,Fraud
2,1,24288.73,50000,2,Fraud
4,3,22620.15,50000,2,Fraud
5,3,2000.0,50000,2,Fraud
1,1,28081.76,50000,2,Fraud
4,2,14758.69,50000,2,Fraud
3,2,32506.14,50000,2,Fraud
1,1,7473.72,50000,0,Clean
4,1,43870.59,50000,2,Fraud
3,1,40479.37,50000,2,Fraud
1,1,34235.88,50000,2,Fraud
3,1,5170.85,50000,0,Clean
1,1,49420.4,50000,2,Fraud
1,1,9000.0,50000,0,Clean
3,2,24600.0,50000,0,Clean
4,2,40405.73,50000,2,Fraud
4,3,6800.0,50000,2,Fraud
5,2,39213.41,50000,2,Fraud
4,3,1231.32,50000,2,Fraud
1,1,12653.05,50000,2,Fraud
2,2,44267.66,50000,2,Fraud
4,1,10400.0,50000,0,Clean
3,3,10200.0,50000,2,Fraud
2,2,18200.0,50000,1,Clean
4,3,9600.0,50000,2,Fraud
1,1,13266.33,50000,2,Fraud
2,2,41679.2,50000,2,Fraud
3,2,38254.53,50000,2,Fraud
4,3,13928.55,50000,2,Fraud
4,2,1496.97,50000,0,Clean
1,1,400.0,50000,0,Clean
5,3,19279.36,50000,2,Fraud
5,5,30937.12,50000,2,Fraud
2,2,19583.12,50000,2,Fraud
5,4,43184.24,50000,2,Fraud
1,1,3370.97,50000,0,Clean
1,1,7400.0,50000,0,Clean
5,2,36000.0,50000,0,Clean
1,1,40325.29,50000,2,Fraud
2,2,869.55,50000,1,Clean
5,3,34367.55,50000,2,Fraud
3,1,38937.44,50000,2,Fraud
4,3,4000.0,50000,2,Fraud
5,3,35513.72,50000,2,Fraud
